company_name,email,phone,city,state,website,industry,reviews_count,reviews_rating
Handy Entertainment,,(404) 889-6648,Atlanta,GA,,event planning,15,5.0
SIFI Entertainment,,(404) 376-4064,Atlanta,GA,,event planning,15,4.7
C Parks Catering & Events,,(404) 874-7644,Atlanta,GA,,event planning,15,4.5
Action Packed Parties,,(770) 466-3437,Lawrenceville,GA,,event planning,14,3.6
cityHUNT,,(866) 796-6603,Atlanta,GA,,event planning,14,4.9
Miss Milly's,,(678) 333-5115,Alpharetta,GA,,event planning,13,4.4
In An Instant,,(678) 910-9093,Woodstock,GA,,event planning,12,5.0
Gala Events Facility,,(404) 992-1249,Marietta,GA,,event planning,12,4.7
Emily Jordan Events,,(678) 743-1460,Atlanta,GA,,event planning,12,5.0
Shaw Tent & Event Rental,,(470) 440-1430,Norcross,GA,,event planning,11,1.6
Monte Carlo Productions,,(404) 351-9012,Atlanta,GA,,event planning,11,4.2
Blu Bisque,,(404) 593-1431,Atlanta,GA,,event planning,11,2.0
exhale Spa,,(404) 720-5000,Atlanta,GA,,fitness,191,4.1
LA Fitness,,(404) 321-2330,Atlanta,GA,,fitness,190,3.2
X3 Sports - Inman Park,,(678) 903-0100,Atlanta,GA,,fitness,173,3.6
LA Fitness,,(404) 810-9015,Atlanta,GA,,fitness,172,2.5
LA Fitness,,(404) 233-8311,Atlanta,GA,,fitness,165,2.6
LA Fitness,,(404) 249-6463,Atlanta,GA,,fitness,158,2.6
Central Rock Gym - Atlanta,,(678) 720-9882,Atlanta,GA,,fitness,157,4.3
Red Hot Yoga,,(404) 474-7052,Atlanta,GA,,fitness,145,3.8
LA Fitness,,(404) 212-1065,Atlanta,GA,,fitness,140,2.7
Team Octopus-Chamblee,,(678) 368-4331,Chamblee,GA,,fitness,136,4.5
Life Time,,(404) 257-0900,Sandy Springs,GA,,fitness,134,2.9
LA Fitness,,(404) 389-1143,Atlanta,GA,,fitness,110,2.9
Windy Hill Athletic Club,,(770) 746-0213,Atlanta,GA,,fitness,100,3.4
Highland Yoga,,(404) 343-2311,Atlanta,GA,,fitness,97,4.6
Dance 101,,(404) 545-8048,Atlanta,GA,,fitness,95,4.2
SculptHouse - Atlanta,,(470) 553-0080,Atlanta,GA,,fitness,93,4.2
Onelife Fitness - Perimeter Sports Club,,(770) 415-5700,Dunwoody,GA,,fitness,92,3.3
FitWit,,(888) 534-8948,Decatur,GA,,fitness,87,4.9
Dance 411,,(404) 622-4110,Atlanta,GA,,fitness,82,3.8
Crunch Fitness - Perimeter,,(678) 273-3610,Atlanta,GA,,fitness,81,3.2
evolation yoga atlanta,,(844) 287-4420,Atlanta,GA,,fitness,77,4.7
Workout Anytime Buckhead,,(404) 355-7290,Atlanta,GA,,fitness,76,2.5
Bangkok Boxing Fitness- Midtown,,(404) 603-9898,Atlanta,GA,,fitness,75,3.6
Urban Body Fitness,,(404) 885-1499,Atlanta,GA,,fitness,73,3.6
Invitation Homes,,(770) 442-3372,Sandy Springs,GA,,real estate,768,1.6
Sylvan Homes,,(404) 937-3042,Atlanta,GA,,real estate,268,1.2
Promove,,(404) 869-4900,Atlanta,GA,,real estate,146,3.7
Renters Warehouse,,(404) 662-2322,Atlanta,GA,,real estate,139,2.9
Anna K Intown Real Estate Services,,(678) 400-9151,Atlanta,GA,,real estate,110,4.9
MAA Brookwood,,(404) 350-3033,Atlanta,GA,,real estate,106,1.7
Peachtree Park,,(678) 944-8291,Atlanta,GA,,real estate,95,2.9
LIT Property Services,,(404) 607-7070,Atlanta,GA,,real estate,75,1.7
Promove,,(404) 320-9696,Atlanta,GA,,real estate,74,3.6
Justin Landis Group,,(404) 860-1816,Atlanta,GA,,real estate,74,4.8
Access Management Group,,(770) 777-6890,Roswell,GA,,real estate,72,2.8
Camden Phipps Apartments,,(678) 922-4467,Atlanta,GA,,real estate,68,2.8
MLC Properties,,(404) 815-1997,Atlanta,GA,,real estate,67,2.6
The Pointe at Collier Hills,,(404) 350-9664,Atlanta,GA,,real estate,66,3.4
The Zac Team - REMAX Metro,,(404) 863-2001,Atlanta,GA,,real estate,62,4.8
AMLI Piedmont Heights,,(844) 823-8043,Atlanta,GA,,real estate,60,3.1
Elle of Buckhead Apartments,,(678) 391-4782,Atlanta,GA,,real estate,59,2.7
Mattress Factory Lofts,,(404) 659-7988,Atlanta,GA,,real estate,58,3.2
The 500,,(404) 902-8695,Atlanta,GA,,real estate,58,1.8
AMLI Lindbergh,,(855) 809-1939,Atlanta,GA,,real estate,55,3.6
M Street Apartments,,(470) 317-7610,Atlanta,GA,,real estate,54,2.7
Camden Brookwood Apartments,,(678) 336-5187,Atlanta,GA,,real estate,54,3.5
1824 Defoor Apartments,,(404) 352-8777,Atlanta,GA,,real estate,53,4.5
The Bryant at Buckhead Village,,(770) 412-2116,Atlanta,GA,,real estate,53,3.8
Ford Factory Lofts,,(404) 874-5237,Atlanta,GA,,real estate,52,3.3
Morgan & Morgan,,(404) 965-8811,Atlanta,GA,,law firm,272,1.6
"John Foy & Associates, Accident & Injury Lawyers - Atlanta",,(404) 224-9778,Atlanta,GA,,law firm,88,1.7
Montlick Injury Attorneys,,(800) 529-6333,Atlanta,GA,,law firm,57,2.8
4th and 1 Mobile Services,,(770) 256-5725,Atlanta,GA,,law firm,39,4.9
My 25% Lawyer,,(833) 254-7255,Atlanta,GA,,law firm,31,1.8
"George C Creal Jr., PC, Trial Lawyers",,(404) 333-0706,Atlanta,GA,,law firm,30,4.7
The Angell Law Firm,,(770) 217-4954,Atlanta,GA,,law firm,29,3.6
Bethune Law Firm,,(404) 875-7800,Atlanta,GA,,law firm,28,2.3
McIlhinney Law Group,,(678) 387-6920,Norcross,GA,,law firm,26,4.2
Wagner Law Group,,(404) 829-2990,Atlanta,GA,,law firm,24,4.7
Matthew T McNally,,(678) 386-4968,Atlanta,GA,,law firm,24,5.0
"Kenneth S. Nugent, P.C. - Atlanta Personal Injury Law",,(404) 885-1983,Atlanta,GA,,law firm,23,1.3
Ganek PC,,(770) 391-0073,Atlanta,GA,,law firm,20,3.0
Ginsberg Law Offices,,(770) 393-4985,Atlanta,GA,,law firm,17,4.5
"The Awad Law Firm, PC",,(706) 890-0000,Atlanta,GA,,law firm,16,4.6
The Law Office of Auden L Grumet,,(770) 458-3845,Atlanta,GA,,law firm,16,3.8
Bey & Associates,,(404) 344-4448,Atlanta,GA,,law firm,16,2.8
"Hobson & Hobson, PC",,(770) 343-5138,Marietta,GA,,law firm,16,2.3
The Fryer Law Firm,,(404) 240-0007,Atlanta,GA,,law firm,15,4.2
Samantha O Lennon,,(404) 726-8501,Atlanta,GA,,law firm,15,4.5
Butler Kahn,,(678) 940-1444,Atlanta,GA,,law firm,15,4.7
The Sessions Law Firm,,(470) 225-7710,Atlanta,GA,,law firm,15,5.0
Alex Simanovsky & Associates,,(770) 414-1002,Atlanta,GA,,law firm,15,2.0
Kuck Baxter,,(404) 800-5538,Atlanta,GA,,law firm,14,3.2
The Kalka Law Group,,(404) 907-1594,Atlanta,GA,,law firm,14,4.4
